pid,potential_poi
406,"[406, 981, 2606, 4724, 36, 2968, 3502, 1504, 835, 144, 2804, 162, 102, 2573, 222, 2059, 4405, 3099, 1161, 727, 61, 224, 3328, 3104, 3474, 3681, 4116, 310, 3900, 2971, 336, 3373, 254, 354, 1592, 3418, 1707, 3948, 3176, 4912, 896, 3646, 3591, 422, 4523, 462, 226, 1754, 1797, 2020, 324, 1417, 82, 1018, 3043, 1450, 2743, 3412, 4463, 926, 1635, 4488, 771, 297, 519, 4966, 3497, 551, 604, 1157, 363, 746, 3000, 3607, 3232, 1039, 4213, 3980, 4076, 666, 357, 2536, 3413, 2808, 1951, 696, 3986, 4880, 3595, 717, 229, 738, 2195, 969, 3636, 4978, 3358, 2833, 851, 4587, 2171, 852, 690, 1289, 876, 2325, 898, 3329, 941, 948, 517, 93, 1010, 1903, 656, 23, 883, 1444, 2072, 3524, 2321, 4150, 31, 3074, 3743, 312, 4302, 4560, 3699, 1851, 1316, 2583, 1966, 3919, 2657, 3632, 2088, 1659, 1807, 3695, 1885, 1303, 1461, 2316, 4765, 1147, 3847, 3224, 2495, 1362, 1381, 2907, 1425, 1424, 3266, 2979, 2452, 1617, 372, 3366, 4740, 2998, 2818, 4547, 1204, 2127, 549, 4893, 3940, 3222, 3716, 1743, 1778, 2275, 3444, 2361, 887, 1917, 3814, 4711, 2126, 984, 3521, 2512, 2444, 3536, 1767, 1589, 1012, 1925, 1902, 4556, 3298, 2006, 3662, 1380, 2542, 2545, 1974, 2978, 1325, 190, 3430, 3835, 2114, 59, 4188, 1620, 999, 459, 3006, 3189, 2920, 3040, 5079, 5016, 2996, 3275, 3303, 1714, 3541, 142, 3878, 344, 2109, 4261, 1202, 3354, 3485, 3451, 3197, 1112, 83, 1904, 419, 78, 4168, 4521, 1211, 4546, 2260, 489, 4370, 4254, 2386, 20, 220, 3140, 26, 1618, 4729, 4732, 607, 3215, 4421, 1614, 4850, 3611, 3372, 4913, 2067, 1475, 5070, 5071, 5052]"
69,"[46, 2504, 598, 2623, 36, 1592, 697, 69, 1339, 3181, 2953, 102, 1871, 1330, 2819, 311, 1632, 2044, 357, 1118, 2529, 791, 999, 2685, 337, 442, 431, 3970, 369, 138, 324, 1966, 4070]"
1688,"[981, 525, 4189, 3790, 2539, 899, 1786, 2683, 4777, 1147]"
14,"[1035, 14, 455, 3419, 3671, 84, 1890, 3901, 1, 516, 4098, 2157, 353]"
1035,"[14, 65, 1716, 798, 243, 2876, 948, 1720, 1752, 324]"
455,"[14, 297, 1331, 455, 3602, 3052, 1, 257, 3038]"
3419,"[151, 36, 4104, 757, 875, 4882, 3669, 3224]"
2249,"[14, 2059, 500, 910, 1521, 3401, 4434]"
3671,"[14, 1558, 1]"
84,"[14, 3666, 152, 3027, 1087, 83, 23, 3406, 3272, 2682, 3291, 1974, 539, 885, 190, 1147, 1075, 688, 1355, 176, 1204, 1464, 1762, 1892, 1428, 1764, 2123, 3847, 76, 1734, 3097, 1167, 1077, 3324, 2447, 4514, 1873, 3398, 3299, 1520, 771, 4466, 3060, 1601, 1454]"
1890,"[14, 1406, 681, 1710, 1957]"
3901,"[1566, 202, 2393, 4589, 3448]"
1566,"[1, 516, 597, 3018, 455, 1532, 4192, 950, 4618, 4821]"
1,"[14, 3671, 516, 2157, 1, 1627, 767, 2851, 1440, 2277, 4809, 169, 565, 413, 3814, 3372, 4304, 2325, 3879, 807, 36, 1010, 2553, 2153, 2357, 3909, 455, 2027, 4556, 897, 598, 4305, 4612, 3045, 4907, 3018]"
1558,"[14, 2357, 2031, 1104, 2410, 324, 4821, 381]"
516,"[3865, 3671, 14, 2157, 775, 1644, 335, 636, 324, 2244, 832, 151, 443, 541, 2736, 1325, 402, 406, 413, 210, 1018, 3696, 4893, 3040, 194, 852, 3885, 1277, 3591, 1951, 6, 516, 257, 363, 558, 1555, 3732, 1875, 1796, 1358, 1632, 4910, 26, 3267, 3291, 2853, 1627, 690, 4537, 617, 83, 3618, 2623, 4618, 3206, 4769, 4871, 1755, 400, 746, 465, 1212]"
3865,[1]
4098,"[14, 1, 1627, 3390, 62, 3691, 61, 257, 138]"
2157,"[14, 1590, 546, 1208]"
1590,"[14, 1627, 93, 4656, 536, 78, 363, 1660, 2374, 2876, 4479, 3597]"
1627,"[14, 1440, 1627, 841, 162, 1578, 617, 1790, 4656, 410, 363, 1887, 249, 1653, 1013, 3000, 1950, 2146, 309, 1655, 2107, 2320, 83, 821, 2762, 427, 142, 175, 1617]"
353,"[1, 62, 1872, 2817, 3845, 436, 539, 1488, 763, 18, 771, 1192, 2326, 3578, 84, 4237, 1809]"
15,"[901, 1495, 3583, 1514]"
901,"[1449, 1197, 2544, 1576, 328, 1859, 2294, 4310, 901, 2876, 31]"
1449,"[1495, 1514, 1534, 1687]"
1495,"[1514, 1689, 561, 3649, 1687, 3153, 3583, 1495, 1075]"
1514,"[1518, 1687, 1689, 2658, 15, 2637, 4180]"
1518,"[1687, 1689, 15]"
1687,"[1689, 1514, 2658, 1568, 1518, 1687, 3871, 15, 707, 53, 601, 1873, 1531, 3038, 1599, 4399, 249]"
1689,"[1495, 1687, 2658, 3153, 1449, 36]"
2658,"[15, 1449, 1687, 1514, 1518, 4088, 708, 429]"
561,[1504]
1504,"[1449, 1464, 3980, 3190, 4683, 1561, 3305, 2418, 4200, 391, 516, 4137, 3254, 2274, 197, 1917, 179, 1313, 1670]"
1568,"[1687, 2047, 1616, 2480, 2512, 3516]"
1534,"[3121, 848, 991, 1749, 2106, 4882, 3511, 2695, 3, 3590, 1918, 4401, 4089, 1534, 4893, 61, 3709, 1306, 4407]"
3583,"[360, 3846, 1687, 2171, 1514, 1495]"
360,"[1495, 56, 61, 360, 2956, 3145, 1951, 674, 2884, 1809, 1192, 2932, 4032]"
3649,[1449]
3153,"[1495, 15, 1124, 1376, 2293, 4795, 4438, 1580, 4919, 4885]"
3871,"[1518, 745, 3011, 3871, 3882, 731, 61, 439, 1174, 2463, 2130, 797, 505, 743, 683, 696, 1138, 927, 961, 3879, 1571, 2517, 1906, 1633, 3940, 1658, 2137, 1417, 2692, 3461, 2006, 2663, 1074, 407, 1313]"
3846,"[15, 3308, 3910, 1572]"
4088,"[15, 2284, 517, 674, 3935, 4554, 1729, 3628, 3371, 267, 2373]"
2171,"[1687, 1145, 257, 2062, 102, 3156, 851, 4587, 1033, 4065, 2859, 616, 2022, 2818, 510, 2110, 318]"
707,"[3020, 758, 3831, 3099, 3669, 764, 707, 1314, 972, 1638, 1209, 3379, 3810, 257, 1700]"
3020,"[15, 4176, 3884, 2855, 1544, 4775, 102, 4748, 4114, 1898, 1030, 3491]"
17,"[86, 1136, 3581, 3610]"
86,"[271, 1136, 86, 3581, 226, 3610]"
271,"[348, 516]"
348,"[673, 1230, 1136, 775, 2534]"
673,"[775, 2534, 1230, 1136]"
775,"[86, 1261, 2534, 1230, 17, 3581, 673]"
1136,"[348, 775, 3069, 17, 1213]"
1230,"[673, 775, 2534, 348, 3610, 271]"
1261,"[1527, 238, 410]"
1527,"[1864, 286, 4573, 357]"
1933,"[348, 331, 2313, 630, 836, 3505]"
238,"[348, 1805, 361, 123, 1432, 531, 2681, 1475, 572, 238, 2820, 2172, 1977, 644, 4264, 1389]"
2534,"[1230, 775, 673, 1136, 3610, 3224]"
3069,"[1230, 2222, 3379, 1075, 4940, 176, 1950, 3796, 61, 2594]"
3581,"[324, 17, 1136]"
324,"[257, 1173, 357, 667, 226, 2606, 1444, 324, 649, 2690, 1018, 23, 563, 74, 1170, 1491, 526, 1044, 93, 2269, 354, 835, 166, 1707, 516, 178, 850, 1104, 3768, 1703, 249, 3238, 61, 809, 443, 284, 3088, 1293, 1289, 304, 2080, 36, 355, 891, 320, 1576, 1912, 2621, 821, 2216, 1156, 1078, 2586, 2623, 4289, 31, 1465, 1299, 2106, 341, 3213, 1389, 1183, 617, 1638, 4829, 2336, 1526, 1128, 1977, 406, 1458, 2399, 78, 26, 2473, 378, 2865, 1975, 2210, 2334, 2715, 744, 909, 1247, 4211, 3311, 3459, 812, 2488, 2045, 3000, 3507, 3982, 1749, 882, 4511, 2842, 3100, 824, 2604, 2341, 4191, 492, 1872, 994, 682, 1907, 702, 537, 3455, 382, 2679, 1678, 591, 897, 3787, 2723, 172, 691, 2042, 3452, 2641, 2116, 2706, 660, 2241, 885, 3073, 771, 2702, 4304, 2874, 1423, 3973, 687, 1675, 394, 689, 1802, 2451, 1718, 379, 805, 1682, 1075, 710, 4950, 3595, 726, 757, 2353, 459, 4193, 941, 968, 2115, 2099, 2100, 4848, 3662, 1966, 3653, 1203, 1475, 1900, 2910, 2509, 2867, 312, 1160, 3919, 82, 2823, 3640, 4266, 4183, 3057, 1277, 1196, 1659, 151, 2293, 2068, 1318, 2316, 4765, 2190, 4557, 4150, 84, 2024, 2275, 1611, 128, 4946, 3136, 3205, 1632, 2403, 2340, 141, 4777, 2979, 2607, 4242, 1434, 2232, 2187, 777, 332, 1509, 4640, 3377, 2819, 4062, 2370, 1205, 1030, 3977, 1945, 175, 254, 2961, 2207, 35, 1571, 442, 4458, 3633, 2995, 3993, 611, 3328, 2278, 2635, 2147, 3824, 2375, 2946, 3959, 2108, 102, 4430, 4951, 2084, 2126, 2805, 2330, 3264, 2388, 333, 2292, 1818, 4858, 2890, 2537, 2553, 3658, 2816, 4013, 2815, 490, 3742, 1130, 3367, 2750, 3792, 3846, 2662, 2978, 5009, 4457, 3191, 2797, 2937, 2252, 3412, 4075, 1175, 3763, 2067, 4368, 4771, 3528, 463, 3211, 4597, 410, 363, 5016, 176, 4654, 4667, 142, 3627, 188, 76, 4413, 1269, 3280, 5022, 1548, 260, 4520, 4158, 83, 4186, 4348, 4246, 4316, 337, 3862, 2163, 1507, 69, 1035, 309, 4922, 1249, 369, 4486, 2467, 4081, 791, 1823, 2510, 4749, 3330, 1052, 4756, 5051, 4151, 2527, 4251, 3531, 2401, 2018, 2244, 4863, 3788, 1521, 4994, 1733, 381, 3451, 4001, 213, 3487]"
257,"[348, 257, 788, 207, 1255, 82, 162, 1950, 335, 1170, 249, 363, 3419, 2216, 461, 1716, 1702, 2296, 1, 2855, 1653, 1219, 1158, 1567, 357, 885, 441, 1627, 266, 1040, 3960, 3651, 3199, 226, 952, 3281, 2552, 1737, 1121, 356, 4861, 3683, 3638, 1866, 3374, 2023, 250, 2687, 2032, 4098, 1730, 2108, 1876, 1307, 4279, 4480, 2321, 269, 1665, 3233, 1753, 3359, 999, 1125, 1560, 5019, 4028, 36, 337, 2799, 3439, 2335, 3164, 159, 324, 2632, 4320, 170, 1173, 4246, 2876, 1982, 3184, 4400, 3864, 4745, 3290, 4644, 2733, 4723, 4736, 422, 3303, 3336, 3069, 2594, 118, 3796, 2885, 1598, 4403]"
3610,"[1230, 775, 348]"
1213,"[348, 580, 2604, 324, 3038, 3120, 1893, 1213, 981, 226, 439, 2552, 4801, 3990, 3084, 2430, 1168, 3694, 4732, 3326, 76]"
624,"[624, 18, 61, 344, 1131, 701, 3884, 434, 1664, 328, 1133, 666, 357, 1469]"
61,"[624, 1537, 1548, 18, 344, 2152, 254, 3807, 1001, 82, 61, 2606, 2820, 1010, 526, 1099, 3658, 2823, 232, 1107, 406, 2660, 2930, 149, 234, 867, 1046, 514, 378, 4493, 210, 20, 3871, 2348, 3372, 809, 265, 2628, 738, 1531, 897, 3277, 325, 847, 2386, 1458, 3631, 798, 335, 891, 2824, 1359, 3470, 4162, 632, 1296, 3318, 1792, 890, 1643, 363, 3071, 3782, 324, 1012, 1927, 372, 4463, 3759, 2855, 824, 2024, 4757, 292, 2047, 1914, 102, 2445, 1622, 1627, 3020, 604, 656, 1611, 190, 1872, 357, 4145, 2714, 739, 4771, 78, 494, 709, 1659, 717, 2676, 727, 653, 2822, 1362, 1125, 1651, 2623, 825, 3391, 991, 4587, 3699, 295, 1631, 875, 3519, 1271, 1974, 865, 4260, 1025, 1507, 1893, 933, 941, 948, 4967, 443, 36, 4510, 1021, 2613, 2072, 1786, 1033, 2875, 3538, 3931, 3748, 2076, 1925, 1336, 1864, 1789, 462, 2002, 4686, 1464, 3348, 771, 3888, 2240, 1, 1885, 1389, 1315, 1334, 3052, 3741, 1075, 1378, 4801, 2495, 3068, 26, 1892, 4289, 3006, 1205, 4401, 3468, 2788, 2366, 1496, 4110, 950, 1743, 1480, 4488, 179, 4571, 2770, 1170, 5068, 2143, 3986, 2913, 84, 3038, 4282, 2147, 3343, 293, 2109, 2139, 2330, 3812, 4432, 3773, 2939, 3521, 4512, 2500, 1978, 383, 4242, 2961, 257, 4193, 4893, 332, 1707, 3596, 3430, 4029, 1573, 328, 3972, 4913, 1018, 208, 3254, 238, 3670, 2249, 2481, 4523, 2898, 2865, 5016, 510, 3354, 4213, 226, 66, 4856, 4605, 4035, 4118, 4053, 137, 419, 4310, 175, 4467, 3717, 1252, 2851, 4316, 4332, 4421, 4491, 2234, 3785, 833, 1950, 4714, 4859, 50, 3359, 1703, 3820, 93, 3377, 4357, 436, 1224, 2114, 213]"
1537,"[1548, 624, 1717, 292, 3800, 3361, 4264, 175, 412, 2833, 4155, 845, 1388, 3677, 908, 3745]"
1548,"[1716, 624, 20, 246, 3507, 414, 2451, 700, 2765, 595, 616, 102, 1918, 1998, 1603, 1180, 2057, 1381, 2084, 3521, 3600, 3765, 1531, 2871, 3688, 3102, 2916, 1204, 335, 381]"
1716,"[1757, 20, 1327, 4436, 3858, 3041, 4090, 898, 2501, 1812, 3534, 2761, 102, 23, 2995, 515]"
1757,"[20, 624, 2252, 3622, 635, 1158, 4417, 462, 357, 2373, 3621, 2998, 4507]"
19,"[19, 1187, 1475, 1927, 3953, 3966, 36, 1592, 4516, 3569]"
1187,"[19, 2639, 82, 3327, 1592, 4393, 3670, 1187, 1978]"
1498,"[1670, 1930, 1475]"
1670,"[1678, 2669, 2180, 2716, 324, 1680, 1208, 2694, 3088, 2613, 1729, 1786, 4893, 2110, 2541, 3111, 3937, 61, 3398, 2010, 129, 2442, 3224, 3860, 3752, 3012]"
1678,"[1941, 246, 1246, 1733, 1161, 595, 635, 2878, 3089, 910, 1734, 1456, 3403, 3669, 324, 1927, 899, 4038, 1454, 2553, 1951, 674, 357, 1614, 269]"
1941,"[1978, 1941, 365, 3549, 817, 882, 1743, 402, 2311, 310, 3231]"
1978,"[19, 1187, 1757, 2002, 3365, 4764, 2477, 1349]"
1927,"[19, 3224, 339, 1509, 4318, 1289, 370, 1791, 3765]"
2639,"[1187, 3569, 3966, 1872, 19, 4920, 4949]"
82,"[644, 2639, 360, 4398, 82, 396, 1293, 1446, 1818, 1786, 117, 406, 1096, 4034, 1570, 335, 226, 1614, 3063, 3357, 4539, 3704, 757, 249, 2882, 3895, 2602, 759, 3764, 440, 1318, 2422, 61, 845, 1170, 2641, 2062, 675, 324, 2866, 681, 948, 3664, 3757, 3655, 1173, 2623, 1873, 2765, 761, 1093, 1316, 342, 2483, 2741, 1950, 3919, 1207, 1754, 889, 1490, 4198, 1993, 1458, 2341, 1809, 3990, 2921, 1283, 3447, 2595, 4479, 3863, 3614, 4142, 2364, 1932, 2107, 1952, 102, 3931, 2426, 2431, 488, 536, 2361, 1487, 329, 4890, 1957, 952, 1851, 2098, 2139, 3212, 2045, 2350, 328, 455, 2579, 2654, 3430, 190, 321, 23, 31, 1904, 3244, 1585, 1627, 339, 1731, 4558, 3429, 4891, 418, 3303, 3454, 4573, 333, 2657, 4829, 4158, 4546, 4316, 129, 4332, 899, 3105, 176, 2163, 4790, 4052, 4961]"
644,"[82, 286, 1564, 3556, 3810, 1283, 2513, 4890, 324, 3708, 745]"
3569,"[3327, 1187]"
3327,"[2258, 3327, 1759, 1456, 3843, 2920, 2292, 3084, 899, 1454]"
2258,"[3700, 1327, 1110, 152, 7, 2023, 1429]"
3700,"[3700, 1733, 1742, 3762, 337, 3771, 3882, 959, 595, 83, 3756, 2013, 924, 2402]"
1733,"[1187, 19, 284, 412, 61, 4150, 1659, 4278, 1819, 1403, 1536, 1347, 3763, 245, 2007, 1959, 3455, 4076]"
3953,"[19, 4150, 102, 2864, 5075]"
3966,"[3966, 1978, 4267, 1773, 4150, 1187, 3991, 4026, 4156, 243, 1747, 4055]"
1759,"[19, 612, 446, 1923, 1033, 3012, 7, 1873, 4057, 406, 1394, 3848, 3279, 3189]"
4267,"[3254, 4535, 4267, 2195, 3981, 4936, 1322]"
1773,"[1187, 3476, 3030, 287, 831, 332, 377, 818, 3274, 3304, 3951, 406, 324, 2410, 4618, 1344, 3975, 1773, 4821, 607, 363]"
1592,"[1187, 19, 1733, 1703, 76, 2553, 537, 1433, 1015, 3915, 2512, 2138, 4365, 1451, 2500, 2048, 3855, 2114, 443]"
4393,"[19, 366, 292, 4043, 1332, 3710, 2293]"
4150,"[1187, 3773, 2707, 344, 1643, 766, 493, 245, 3787, 956, 3953, 3807, 61, 1918]"
3670,"[1978, 1785, 1812, 2284, 417, 1651, 1776, 406, 4660]"
4516,"[19, 2529]"
580,"[20, 460, 4495, 632, 76, 2281, 2987, 762, 4708, 2517, 3864, 4815, 3078, 2935, 3814, 3691, 3246, 3251, 1578]"
1770,"[20, 502, 1770, 3533, 3906, 2304, 2556, 3224]"
502,"[580, 458, 3367, 1533, 354, 2545, 1872, 1974]"
2519,"[3590, 254, 3646, 4090, 3810, 3905, 2023, 1576, 559]"
3906,"[1770, 3902, 20, 3906, 4002, 3219, 3964, 3295, 1158]"
2304,"[20, 1770, 2459, 353, 61, 1081, 1735, 4603, 2425, 3291, 1434, 2028, 3837, 4873, 1380, 423]"
1533,"[20, 1202, 1635, 3886, 2668, 3041, 82, 2902, 1260]"
2556,"[20, 1770, 2795, 3974, 3624, 2481, 3317, 771, 1632, 910, 1839, 4221, 3131, 2758, 3508, 3183]"
3224,"[2570, 1707, 798, 1010, 324, 3611, 149, 580, 1376, 442, 3885, 3262, 1939, 1173, 354, 57, 3291, 2317, 4217, 4534, 2865, 4321, 4625, 2939, 257, 4827]"
2570,"[20, 406, 234, 3077, 1614, 856, 1802, 1761, 1638, 2749, 3377, 580, 2935, 2304, 3503, 1528, 1509, 3491, 2788]"
3120,"[3187, 4028, 999, 3622, 3294, 4531, 414, 1157, 537, 791, 3340, 69, 1786, 1316, 3742, 4264, 4509, 1010, 3231, 1713]"
3187,"[1770, 463, 891, 4753, 2728, 4259]"
2477,"[1770, 877, 363, 3264, 3224, 2010, 2113, 4598, 3283, 2729, 1191, 1118, 858, 1180, 4100, 2927, 1862, 2477, 845, 2887, 3890, 3365, 3534, 615, 3378]"
1521,"[2556, 701, 2113, 2860, 3024, 2018, 593, 2519, 4013, 4994, 3293]"
22,"[108, 22, 2154, 1782]"
108,"[235, 792, 108, 3285]"
235,"[794, 235, 108, 792, 54, 1310, 4178]"
794,"[792, 1310, 2154, 108, 794, 22, 235, 4178]"
792,"[792, 794, 108, 1715, 235, 2154, 54]"
1310,"[794, 235, 792, 240, 1559, 333, 176, 4141, 1509, 4679, 5060, 5069]"
2154,"[22, 108, 257, 2725, 1710, 176, 2364]"
54,"[3351, 794, 303, 1585, 2460, 4574, 1093, 4072, 3603, 693, 1600, 4436, 2592, 4147, 380, 1716, 1205, 1254, 4670, 4922]"
3351,[792]
1715,"[257, 605, 1446, 1255, 426, 2472, 555, 1578, 176, 1737, 3909, 439, 2685]"
788,"[226, 422]"
614,"[794, 102, 132, 1799, 3793, 2876, 80, 966, 2312, 226, 1771, 3437, 175, 18, 1213, 429, 1219, 680, 2517, 2234, 1616, 4705, 2698, 4903, 4904]"
4178,"[794, 108]"
422,"[226, 2252, 3591, 926, 5075, 941, 2688, 1743, 3466, 4796, 2048, 3821, 1052, 4494, 1485, 443]"
24,"[589, 2066, 4222, 3756, 1207, 3825, 155, 4285, 3316, 3826, 2061]"
589,"[916, 1016, 589, 3443, 3192]"
916,"[589, 916, 3192, 1016]"
1016,"[1141, 589, 1016, 191, 2271, 1093]"
1141,"[916, 2963, 159, 1503]"
3192,"[916, 3192, 836, 3582, 779, 4027, 2911]"
3443,"[589, 240, 1310, 3760, 380, 12, 1183, 5016, 2900]"
836,"[589, 836, 916, 1638, 1591, 2911, 2962, 3582, 4027, 3192, 1503, 4690]"
27,"[29, 2190, 2693, 1001, 2441, 1463]"
29,"[359, 3449, 312, 3409]"
359,"[755, 2156, 2441, 359, 3727, 767]"
755,"[767, 897, 3425, 2526, 4443, 4274]"
767,"[1001, 767, 1522, 2156, 2190, 27, 755]"
1001,"[755, 2441, 3516, 2394, 2218, 3683, 257, 4130, 4674, 2575, 2700, 3362, 2198, 3677, 1256, 1459, 2964, 1001, 3344, 2499, 406]"
1522,"[1, 1801, 3372, 324, 3172, 1566, 1693]"
2156,"[2161, 2205, 1001, 2793, 2190, 3016, 2914, 324]"
2161,[2166]
2166,"[2189, 2793, 2441, 3255, 2166, 2967, 3538, 3240, 3254, 3359, 4137, 3293, 3292, 1873, 1576, 3664, 2542]"
2189,"[2190, 2526, 1682, 83]"
2190,"[2156, 2189, 2648, 2441, 2793, 888, 4765, 4135, 4732]"
2205,"[359, 4563, 210]"
2441,"[27, 359, 1935, 2997]"
2526,"[1313, 285, 2793, 2174, 3391, 841, 2526, 3199, 2493]"
1313,"[359, 1313, 65, 61, 3612, 2473, 4835, 257, 1774, 3190, 2684, 2325, 3651, 3741, 102, 2162, 2772, 2293, 2355, 2463, 3164, 3932, 4801, 3052, 3732, 4026, 4055, 3354, 2742, 4223, 4392, 4844, 332, 4413, 4889]"
2693,"[2166, 504, 3223, 1816, 344, 2946, 1001, 2693, 1925]"
2793,"[2441, 2190, 755, 2166]"
2648,"[2997, 706, 770, 226, 2499, 3252, 2812, 2992, 2575]"
2997,"[1935, 3081, 2742, 2731, 3372, 61, 2998, 2274, 23]"
1935,"[359, 1935, 2998, 1475, 1170, 2934, 406, 61, 1087, 38, 102, 2212, 3593, 4795]"
897,"[2526, 59, 951, 2461, 61, 3373, 2828, 591, 1676, 1744, 3528, 897, 4019, 324, 943, 578, 2053, 416, 885, 841, 4436, 709, 805, 1864, 2021, 2820, 1193, 1276, 4832, 2370, 1794, 2634, 2750, 2825, 2233, 2625, 4796, 4652, 2025, 3467, 3783, 2241, 257, 3329, 1252, 463, 4257, 607, 2566, 4148, 4521, 2664, 48, 2897, 2788, 1, 394, 4486, 3732, 4527, 4662, 4756, 3052, 2153]"
285,"[2793, 406, 557, 1893, 3755, 84, 3823, 2416, 4557, 2788, 2879, 4894, 2858, 4513, 2866]"
3425,"[3438, 3246, 1659, 4038, 5052]"
3438,"[359, 767, 2433, 1475, 3029, 831, 617, 2317, 4677]"
1682,"[1009, 1964, 1143, 2489, 2048, 3477, 2491, 2149, 717, 3492, 2072, 1018, 1531, 2208, 175, 2845, 169, 4579, 406, 1460, 1104, 1381]"
1009,"[767, 4073, 1158, 2640, 451, 2459, 2974, 443, 519, 2354, 2892, 4070]"
2998,"[755, 504, 2712, 4613, 4557, 516]"
3081,"[359, 3081, 4248, 2325, 2176, 61, 4210, 2559]"
3727,"[3438, 359, 2237, 2606, 2018, 146, 2193, 1475, 38, 1161, 1137, 4528, 4623, 4608, 1925, 4308]"
3016,"[3061, 862, 324, 4670, 1685]"
3061,"[1313, 2080, 324, 1289, 93, 1219, 574, 2526, 3353, 2297]"
28,"[250, 1534, 4028, 3402, 2176, 427, 3396, 61, 28, 4967, 4882, 2537, 439, 3666, 337]"
250,"[483, 2726, 2152, 1984, 5065, 250, 845, 175, 1880, 2968, 406, 1611, 3181, 1224, 1346, 968, 78, 3367, 1792, 1475, 3209, 956, 4410, 1530, 4365, 3791]"
483,"[428, 1984, 2152, 2726, 250, 1346, 2340, 483, 1544, 4099, 318, 3260, 1574, 3034]"
428,"[250, 3418, 2270, 2652, 324, 3975, 1019, 2100, 1316, 428, 31, 61, 2883, 3791]"
1984,"[483, 250, 3590, 3260, 28, 1984, 948, 2213]"
2152,"[1346, 61, 2152, 483, 250, 3733, 1173, 2695, 1534, 1988, 3698, 1553, 287, 1029, 831, 2762, 3043]"
1346,"[483, 1984, 250, 3260, 1767, 2176, 3068, 3977, 1864, 1346, 539, 760, 82, 1173, 4015, 530, 4060, 2113, 1104, 2060, 20, 3305, 2139, 1680, 3262, 986, 2270, 4776, 335, 4846, 3669, 1617]"
2726,"[483, 3260, 2152, 222, 369, 226, 3232, 318, 2613, 1450, 85, 2726]"
3260,"[3284, 1984, 1346, 483, 3187, 2974, 1456, 423, 612, 3312, 2275, 3136, 4146, 2340, 324, 2912, 2660]"
3284,"[2152, 910, 93, 849, 3443, 2139, 986, 344]"
3733,"[2152, 102, 4531, 1249, 541, 3914, 4738, 1993, 5073, 2743, 1130, 1198, 3794, 1018, 4006]"
2340,"[1984, 400, 3507, 2707, 61, 1496, 4775, 2939, 1297, 2275, 1424, 3785, 363, 3790, 3077, 3887, 1010, 1617, 4920, 1009]"
1544,"[483, 3317, 1439, 2044, 879, 175, 2041, 3446, 1544, 3136, 1937, 2048, 1193, 1297, 956, 2307, 2927, 4089, 1706, 1875, 1803, 4015, 1987]"
4099,"[318, 324, 3133, 3942, 2291, 370, 406, 4297, 4846]"
318,"[1346, 250, 318, 3048, 2851, 2539, 3473, 2481, 1659, 3666, 4893, 2449, 1426, 1397, 76, 2859, 1747, 1872, 3676, 2495, 334, 1670, 1490, 83, 2919, 956, 2311, 4936, 831, 1214, 2613, 2726, 1807, 763, 4134, 3832, 85]"
5065,"[5075, 5065, 40, 82, 1346]"
5075,"[1346, 36, 1614, 1659, 2877, 759, 1032, 1344, 2691, 2489, 2320, 1112, 4729, 3150]"
1767,"[250, 1864, 2373, 3143, 4028, 4757, 324, 991, 1982, 1074, 1582, 3777, 2331, 3893, 2645, 3232, 464]"
32,"[33, 2975]"
33,"[136, 936, 1810, 1864, 374, 1756, 1934]"
136,"[155, 248]"
155,"[157, 1715, 1283, 4285, 176]"
157,[159]
159,"[168, 3053, 176, 3315, 89, 275, 1527, 286, 1911, 3553, 3229, 3075, 466, 411, 1257, 4544, 3605, 82, 3105, 3604, 1598, 147, 1503, 4472, 2616, 1056, 2546, 3922, 1410, 159, 4940, 2239, 1506, 1183, 1036, 4573, 4906, 4376]"
168,"[411, 168, 418, 1503]"
411,"[418, 785, 4790, 4906]"
418,"[488, 937, 447, 72, 89, 2130, 466, 510, 5037, 1389]"
464,"[596, 2862, 3100, 4584, 3248, 2113, 1431, 1653]"
596,"[596, 603, 2850]"
603,"[605, 447, 2472]"
605,"[628, 1446, 2364, 936, 1413]"
628,"[626, 1413, 136, 2665]"
626,"[33, 936]"
936,"[937, 1756, 952, 1413]"
937,"[952, 33, 2665]"
952,"[1101, 626, 605, 628, 1446, 2144, 2704, 2928, 1415, 329]"
1101,"[628, 626]"
1413,"[136, 2841, 3093]"
248,"[155, 263, 2350]"
1756,"[33, 937]"
1810,[952]
1446,"[603, 1620, 3766, 1389, 3683, 3230, 1535, 1715, 426, 407, 82, 2685, 1828, 4675]"
447,"[1934, 1715]"
1934,"[937, 603]"
2364,"[2374, 2568, 3603, 3605, 668, 3987, 3880, 719, 2585, 4905, 2106, 3860, 3678]"
2374,"[33, 329, 1307, 2962, 596, 3374, 1590, 61]"
374,"[2504, 1957, 380, 2472]"
2504,"[2558, 118, 581, 386, 1174, 226]"
2558,"[2235, 1407]"
2235,"[2364, 300, 2144, 3504]"
2568,"[2144, 1935, 1087, 2350, 4773, 2847]"
2144,"[1255, 2235, 263, 1992, 1446, 297, 1213, 4675]"
1255,"[33, 1715, 3756, 1255, 426, 2144, 2350, 2154, 2685, 2709, 1484, 4861]"
2665,"[936, 603, 33]"
2841,[2665]
3093,[32]
34,"[864, 3871, 84, 3324]"
864,"[679, 745]"
679,"[996, 459, 745, 1746, 690]"
996,"[1065, 679, 782, 3808, 65, 493, 207]"
